id,name,type,source,license,commercial
e-29375,Push-up,exercise,centr,Centr (scraped — personal use),NO
e-16903,Push-up,exercise,centr,Centr (scraped — personal use),NO
e-4998,Push-up,exercise,centr,Centr (scraped — personal use),NO
e-17021,Push-up,exercise,centr,Centr (scraped — personal use),NO
e-14545,Push-up,exercise,centr,Centr (scraped — personal use),NO
e-17626,Push-up,exercise,centr,Centr (scraped — personal use),NO
e-24118,Push-up (on handles),exercise,centr,Centr (scraped — personal use),NO
e-16233,Push-up (tempo: 5-0-1-0),exercise,centr,Centr (scraped — personal use),NO
e-27310,Push-up + catchers,exercise,centr,Centr (scraped — personal use),NO
e-26589,Push-up + catchers,exercise,centr,Centr (scraped — personal use),NO
e-27311,Push-up + half burpee,exercise,centr,Centr (scraped — personal use),NO
e-26588,Push-up + half burpee,exercise,centr,Centr (scraped — personal use),NO
e-16904,Push-up + half burpee,exercise,centr,Centr (scraped — personal use),NO
e-17081,Push-up + pike,exercise,centr,Centr (scraped — personal use),NO
e-30791,Push-up + squat,exercise,centr,Centr (scraped — personal use),NO
e-16905,Push-up + toe tap,exercise,centr,Centr (scraped — personal use),NO
e-17082,Push-up claps,exercise,centr,Centr (scraped — personal use),NO
e-4972,Push-up holds,exercise,centr,Centr (scraped — personal use),NO
e-14546,Push-up on knees,exercise,centr,Centr (scraped — personal use),NO
e-17918,Push-up plank,exercise,centr,Centr (scraped — personal use),NO
e-11891,Push-up side hops,exercise,centr,Centr (scraped — personal use),NO
e-17083,Push-up to pyramid,exercise,centr,Centr (scraped — personal use),NO
e-17919,Push-up to stationary gorilla,exercise,centr,Centr (scraped — personal use),NO
fedb-Push-Up_Wide,Push-Up Wide,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-17920,Push-ups,exercise,centr,Centr (scraped — personal use),NO
fedb-Push-Ups_-_Close_Triceps_Position,Push-Ups - Close Triceps Position,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Push-Ups_With_Feet_Elevated,Push-Ups With Feet Elevated,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Push-Ups_With_Feet_On_An_Exercise_Ball,Push-Ups With Feet On An Exercise Ball,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-pushup-position-shoulder-clock,Pushup Position Shoulder Clock,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pushup-to-renegade-row,Pushup to Renegade Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Pushups_Close_and_Wide_Hand_Positions,Pushups (Close and Wide Hand Positions),exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Pyramid,Pyramid,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-pyramid-pose,Pyramid Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pyramid-pose-blocks,Pyramid Pose Blocks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pyramid-pose-calf-blocks,Pyramid Pose Calf Blocks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pyramid-prayer,Pyramid Prayer,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-8607,QL lower back stretch,exercise,centr,Centr (scraped — personal use),NO
mw-ql-mobilisation-floor-foam-roller,QL Mobilisation Floor Foam Roller,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-23903,Quad roll,exercise,centr,Centr (scraped — personal use),NO
e-25553,Quad stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Quadriceps-SMR,Quadriceps-SMR,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-quads-stretch-variation-four,Quads Stretch Variation Four,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-quads-stretch-variation-one,Quads Stretch Variation One,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-quads-stretch-variation-three,Quads Stretch Variation Three,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-quads-stretch-variation-two,Quads Stretch Variation Two,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-27240,Quick feet,exercise,centr,Centr (scraped — personal use),NO
e-9010,Quick feet up-downs,exercise,centr,Centr (scraped — personal use),NO
fedb-Quick_Leap,Quick Leap,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rack_Delivery,Rack Delivery,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rack_Pull_with_Bands,Rack Pull with Bands,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rack_Pulls,Rack Pulls,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-25560,RDL + row + fly,exercise,centr,Centr (scraped — personal use),NO
e-21090,Reach + standing crunch,exercise,centr,Centr (scraped — personal use),NO
e-21091,Reach + standing double crunch,exercise,centr,Centr (scraped — personal use),NO
e-21092,Reach + standing triple crunch,exercise,centr,Centr (scraped — personal use),NO
mw-reach-and-catch,Reach And Catch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-10675,Rear fly,exercise,centr,Centr (scraped — personal use),NO
fedb-Rear_Leg_Raises,Rear Leg Raises,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-reclining-pigeon-pose,Reclining Pigeon Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Recumbent_Bike,Recumbent Bike,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5742,Renegade row,exercise,centr,Centr (scraped — personal use),NO
e-5631,Resistance band side squat (left),exercise,centr,Centr (scraped — personal use),NO
e-5630,Resistance band side squat (right),exercise,centr,Centr (scraped — personal use),NO
e-5632,Resistance band side steps,exercise,centr,Centr (scraped — personal use),NO
mw-resisted-radial-deviation,Resisted Radial Deviation,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-restful-cow-face-pose-legs,Restful Cow Face Pose Legs,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Return_Push_from_Stance,Return Push from Stance,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-25565,Reverse + double row,exercise,centr,Centr (scraped — personal use),NO
fedb-Reverse_Band_Bench_Press,Reverse Band Bench Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Band_Box_Squat,Reverse Band Box Squat,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Band_Deadlift,Reverse Band Deadlift,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Band_Power_Squat,Reverse Band Power Squat,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Band_Sumo_Deadlift,Reverse Band Sumo Deadlift,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Barbell_Curl,Reverse Barbell Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Barbell_Preacher_Curls,Reverse Barbell Preacher Curls,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Cable_Curl,Reverse Cable Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-16906,Reverse crunch,exercise,centr,Centr (scraped — personal use),NO
e-24242,Reverse crunch,exercise,centr,Centr (scraped — personal use),NO
e-30828,Reverse crunch + lift,exercise,centr,Centr (scraped — personal use),NO
mw-reverse-crunch-kick-up,Reverse Crunch Kick Up,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pilates-reverse-expansion-bicep-curls-kneeling,Reverse Expansion Bicep Curls Kneeling,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-reverse-expansion-salute-kneeling,Reverse Expansion Salute Kneeling,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pilates-reverse-expansion-teardrops-inward-kneeling,Reverse Expansion Teardrops Inward Kneeling,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pilates-reverse-expansion-teardrops-outward-kneeling,Reverse Expansion Teardrops Outward Kneeling,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Reverse_Flyes,Reverse Flyes,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Flyes_With_External_Rotation,Reverse Flyes With External Rotation,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Grip_Bent-Over_Rows,Reverse Grip Bent-Over Rows,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Grip_Triceps_Pushdown,Reverse Grip Triceps Pushdown,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Reverse_Hyperextension,Reverse Hyperextension,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30913,Reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-30989,Reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-30880,Reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-5839,Reverse lunge (left),exercise,centr,Centr (scraped — personal use),NO
e-30451,Reverse lunge (left) + thoracic rotation + hip opener (right),exercise,centr,Centr (scraped — personal use),NO
e-5748,Reverse lunge (right),exercise,centr,Centr (scraped — personal use),NO
e-30452,Reverse lunge (right) + thoracic rotation + hip opener (left),exercise,centr,Centr (scraped — personal use),NO
e-25570,Reverse lunge + curl,exercise,centr,Centr (scraped — personal use),NO
e-8894,Reverse lunge + dumbbell twist,exercise,centr,Centr (scraped — personal use),NO
e-25145,Reverse lunge + high knee,exercise,centr,Centr (scraped — personal use),NO
e-29410,Reverse lunge + high knee,exercise,centr,Centr (scraped — personal use),NO
e-30881,Reverse lunge + high knee,exercise,centr,Centr (scraped — personal use),NO
e-17633,Reverse lunge + high knee,exercise,centr,Centr (scraped — personal use),NO
e-8997,Reverse lunge + knee drive,exercise,centr,Centr (scraped — personal use),NO
e-9102,Reverse lunge + reach,exercise,centr,Centr (scraped — personal use),NO
e-11918,Reverse lunge jumping high knee,exercise,centr,Centr (scraped — personal use),NO
e-10676,Reverse lunges,exercise,centr,Centr (scraped — personal use),NO
fedb-Reverse_Machine_Flyes,Reverse Machine Flyes,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-17634,Reverse plank,exercise,centr,Centr (scraped — personal use),NO
e-17087,Reverse plank dish,exercise,centr,Centr (scraped — personal use),NO
fedb-Reverse_Plate_Curls,Reverse Plate Curls,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-reverse-prayer,Reverse Prayer,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30673,Reverse sit-up,exercise,centr,Centr (scraped — personal use),NO
e-30241,Reverse table-top + alternating torso twist + reach,exercise,centr,Centr (scraped — personal use),NO
e-30242,Reverse table-top + seated forward fold,exercise,centr,Centr (scraped — personal use),NO
e-30453,Reverse table-top hip extension,exercise,centr,Centr (scraped — personal use),NO
fedb-Reverse_Triceps_Bench_Press,Reverse Triceps Bench Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-revolved-head-to-knee,Revolved Head To Knee,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-revolved-side-angle-pose-with-prayer-hands,Revolved Side Angle Pose With Prayer Hands,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-revolved-side-angle-pose-with-prayer-hands-beginner,Revolved Side Angle Pose With Prayer Hands Beginner,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Rhomboids-SMR,Rhomboids-SMR,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rickshaw_Carry,Rickshaw Carry,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rickshaw_Deadlift,Rickshaw Deadlift,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-ring-chin-up,Ring Chin Up,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-curl,Ring Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Ring_Dips,Ring Dips,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-ring-pull-up,Ring Pull Up,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-rear-delt-fly,Ring Rear Delt Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-row,Ring Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-skullcrusher,Ring Skullcrusher,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-standing-archer-pushup,Ring Standing Archer Pushup,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-standing-chest-fly,Ring Standing Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-standing-pushup,Ring Standing Pushup,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-standing-roll-out,Ring Standing Roll Out,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-ring-twisting-chin-up,Ring Twisting Chin Up,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Rocket_Jump,Rocket Jump,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30334,Rocking chair,exercise,centr,Centr (scraped — personal use),NO
e-5162,Rocking chair,exercise,centr,Centr (scraped — personal use),NO
e-32857,Rocking chair,exercise,centr,Centr (scraped — personal use),NO
e-17923,Rocking chairs,exercise,centr,Centr (scraped — personal use),NO
e-6827,Rocking chairs,exercise,centr,Centr (scraped — personal use),NO
fedb-Rocking_Standing_Calf_Raise,Rocking Standing Calf Raise,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rocky_Pull-Ups_Pulldowns,Rocky Pull-Ups/Pulldowns,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-14365,Romanian deadlift,exercise,centr,Centr (scraped — personal use),NO
fedb-Romanian_Deadlift_from_Deficit,Romanian Deadlift from Deficit,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rope_Climb,Rope Climb,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rope_Crunch,Rope Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rope_Jumping,Rope Jumping,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Rope_Straight-Arm_Pulldown,Rope Straight-Arm Pulldown,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-8546,Rope tricep pushdown,exercise,centr,Centr (scraped — personal use),NO
e-21093,Rotating straight punch combo,exercise,centr,Centr (scraped — personal use),NO
e-21094,Rotating straight punches,exercise,centr,Centr (scraped — personal use),NO
e-23641,Rotator cuff external rotations,exercise,centr,Centr (scraped — personal use),NO
mw-rotator-cuff-external-rotations-1,Rotator Cuff External Rotations 1,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-rotator-cuff-external-rotations-2,Rotator Cuff External Rotations 2,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-rotator-cuff-external-rotations-3,Rotator Cuff External Rotations 3,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-rotator-cuff-mobilisation-lacrosse-ball,Rotator Cuff Mobilisation Lacrosse Ball,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Round_The_World_Shoulder_Stretch,Round The World Shoulder Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-24470,Rounded chest stretch,exercise,centr,Centr (scraped — personal use),NO
e-25147,Row + rotate + press,exercise,centr,Centr (scraped — personal use),NO
e-25006,Row + tap-back,exercise,centr,Centr (scraped — personal use),NO
mw-rower-knee-tuck,Rower Knee Tuck,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-rower-pike,Rower Pike,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Rowing_Stationary,"Rowing, Stationary",exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30243,Runner's lunge + front kick (left),exercise,centr,Centr (scraped — personal use),NO
e-30244,Runner's lunge + front kick (right),exercise,centr,Centr (scraped — personal use),NO
e-32187,Runner's lunge + heel raise pulse (left),exercise,centr,Centr (scraped — personal use),NO
e-32188,Runner's lunge + heel raise pulse (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Runners_Stretch,Runner's Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-runners-lunge,Runners Lunge,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-17924,Running in place,exercise,centr,Centr (scraped — personal use),NO
e-5184,Running in place,exercise,centr,Centr (scraped — personal use),NO
e-29401,Running in place,exercise,centr,Centr (scraped — personal use),NO
e-5606,Running jump rope,exercise,centr,Centr (scraped — personal use),NO
mw-pilates-running-lying-on-the-back,Running Lying On The Back,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-25149,Running on the spot,exercise,centr,Centr (scraped — personal use),NO
e-27202,Running on the spot,exercise,centr,Centr (scraped — personal use),NO
e-17090,Running on the spot,exercise,centr,Centr (scraped — personal use),NO
e-10677,Running on the spot,exercise,centr,Centr (scraped — personal use),NO
e-30990,Running on the spot OR sit throughs,exercise,centr,Centr (scraped — personal use),NO
e-6826,Running punches,exercise,centr,Centr (scraped — personal use),NO
fedb-Running_Treadmill,"Running, Treadmill",exercise,free-exercise-db,Public Domain (Unlicense),YES
e-8946,Russian twist,exercise,centr,Centr (scraped — personal use),NO
e-30991,Russian twist,exercise,centr,Centr (scraped — personal use),NO
e-25010,Russian twists,exercise,centr,Centr (scraped — personal use),NO
e-20484,Russian twists,exercise,centr,Centr (scraped — personal use),NO
e-30882,Russian twists,exercise,centr,Centr (scraped — personal use),NO
e-17640,Russian twists,exercise,centr,Centr (scraped — personal use),NO
e-26414,Sand bag alternating reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-26417,Sand bag alternating reverse lunge + forward press,exercise,centr,Centr (scraped — personal use),NO
e-26418,Sand bag alternating reverse lunge + throw,exercise,centr,Centr (scraped — personal use),NO
e-23975,Sand bag bicep curl + wide in-out,exercise,centr,Centr (scraped — personal use),NO
e-23979,Sand bag half get-ups,exercise,centr,Centr (scraped — personal use),NO
e-23981,Sand bag knee repeater + tap (left),exercise,centr,Centr (scraped — personal use),NO
e-23982,Sand bag knee repeater + tap (right),exercise,centr,Centr (scraped — personal use),NO
e-26443,Sand bag knee-to-elbow,exercise,centr,Centr (scraped — personal use),NO
e-26444,Sand bag knee-to-elbow + overhead hold,exercise,centr,Centr (scraped — personal use),NO
e-26445,Sand bag knee-to-elbow + overhead hold + swing,exercise,centr,Centr (scraped — personal use),NO
e-23840,Sand bag low-impact burpee + press,exercise,centr,Centr (scraped — personal use),NO
e-23978,Sand bag overhead press + tricep extension,exercise,centr,Centr (scraped — personal use),NO
e-23976,Sand bag reverse fly,exercise,centr,Centr (scraped — personal use),NO
e-23977,Sand bag squat + shoulder tap,exercise,centr,Centr (scraped — personal use),NO
e-23842,Sand bag sumo squat + concentration curl,exercise,centr,Centr (scraped — personal use),NO
e-23980,Sand bag throw catch,exercise,centr,Centr (scraped — personal use),NO
fedb-Sandbag_Load,Sandbag Load,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-scapular-depression,Scapular Depression,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-scapular-elevation,Scapular Elevation,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-scapular-protraction,Scapular Protraction,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Scapular_Pull-Up,Scapular Pull-Up,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-scapular-retraction,Scapular Retraction,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-scissor-kick,Scissor Kick,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-17641,Scissor kicks,exercise,centr,Centr (scraped — personal use),NO
e-25587,Scissors,exercise,centr,Centr (scraped — personal use),NO
fedb-Scissors_Jump,Scissors Jump,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-11959,Scorpion stretch (opener) (left),exercise,centr,Centr (scraped — personal use),NO
e-12814,Scorpion stretch (opener) (right),exercise,centr,Centr (scraped — personal use),NO
mw-scorpion-twist-pose,Scorpion Twist Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-17022,Seal jacks,exercise,centr,Centr (scraped — personal use),NO
e-10615,Seal jacks,exercise,centr,Centr (scraped — personal use),NO
mw-seated-arm-stretch,Seated Arm Stretch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-11960,Seated back + glute stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-12815,Seated back + glute stretch (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Band_Hamstring_Curl,Seated Band Hamstring Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Barbell_Military_Press,Seated Barbell Military Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Barbell_Twist,Seated Barbell Twist,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,Seated Bent-Over One-Arm Dumbbell Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Bent-Over_Rear_Delt_Raise,Seated Bent-Over Rear Delt Raise,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30456,Seated bicep stretch,exercise,centr,Centr (scraped — personal use),NO
e-24436,Seated bicep stretch,exercise,centr,Centr (scraped — personal use),NO
e-33489,Seated bicep stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Biceps,Seated Biceps,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-seated-box-jump,Seated Box Jump,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Seated_Cable_Rows,Seated Cable Rows,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Cable_Shoulder_Press,Seated Cable Shoulder Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Calf_Raise,Seated Calf Raise,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Calf_Stretch,Seated Calf Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cervical-flexion-1-seated-isometric,Seated Cervical Flexion Isometric,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-seated-cervical-rotation-hold,Seated Cervical Rotation Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-seated-cervical-side-flexion-hold,Seated Cervical Side Flexion Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Seated_Close-Grip_Concentration_Barbell_Curl,Seated Close-Grip Concentration Barbell Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-25959,Seated Cuban press (left),exercise,centr,Centr (scraped — personal use),NO
e-25962,Seated Cuban press (right),exercise,centr,Centr (scraped — personal use),NO
mw-seated-doming,Seated Doming,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Seated_Dumbbell_Curl,Seated Dumbbell Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Dumbbell_Inner_Biceps_Curl,Seated Dumbbell Inner Biceps Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Dumbbell_Palms-Down_Wrist_Curl,Seated Dumbbell Palms-Down Wrist Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Dumbbell_Palms-Up_Wrist_Curl,Seated Dumbbell Palms-Up Wrist Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Dumbbell_Press,Seated Dumbbell Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30457,Seated figure-4 stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-33490,Seated figure-4 stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30458,Seated figure-4 stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-33491,Seated figure-4 stretch (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Flat_Bench_Leg_Pull-In,Seated Flat Bench Leg Pull-In,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Floor_Hamstring_Stretch,Seated Floor Hamstring Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-seated-forward-bend,Seated Forward Bend,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30459,Seated forward fold,exercise,centr,Centr (scraped — personal use),NO
e-22259,Seated forward fold,exercise,centr,Centr (scraped — personal use),NO
e-30245,Seated forward fold + alternating torso twist,exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Front_Deltoid,Seated Front Deltoid,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Glute,Seated Glute,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-27790,Seated glute stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-27791,Seated glute stretch (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Good_Mornings,Seated Good Mornings,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Hamstring,Seated Hamstring,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Hamstring_and_Calf_Stretch,Seated Hamstring and Calf Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30676,Seated hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Head_Harness_Neck_Resistance,Seated Head Harness Neck Resistance,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-hip-flexion-seated-bench-isometric,Seated Hip Flexion Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-20486,Seated hurdle stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-20487,Seated hurdle stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-8844,Seated lat pulldown,exercise,centr,Centr (scraped — personal use),NO
e-12935,Seated lat pulldown,exercise,centr,Centr (scraped — personal use),NO
mw-lateral-line-stretch-and-lumbar-spine-rotation-seated,Seated Lateral Line Stretch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-seated-lateral-raise,Seated Lateral Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-seated-leg-curl,Seated Leg Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30460,Seated leg extension + overhead reach (left),exercise,centr,Centr (scraped — personal use),NO
e-30461,Seated leg extension + overhead reach (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_Leg_Tucks,Seated Leg Tucks,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cervical-extensor-mobilisation-seated-manual,Seated Manual Cervical Extensor Mobilisation,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-seated-median-nerve-slider,Seated Median Nerve Slider,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-seated-median-nerve-tensioner,Seated Median Nerve Tensioner,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-33493,Seated neck rotation,exercise,centr,Centr (scraped — personal use),NO
fedb-Seated_One-arm_Cable_Pulley_Rows,Seated One-arm Cable Pulley Rows,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,Seated One-Arm Dumbbell Palms-Down Wrist Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,Seated One-Arm Dumbbell Palms-Up Wrist Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Overhead_Stretch,Seated Overhead Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Palm-Up_Barbell_Wrist_Curl,Seated Palm-Up Barbell Wrist Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Seated_Palms-Down_Barbell_Wrist_Curl,Seated Palms-Down Barbell Wrist Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
